k      Overlap               Overlap change        Gradient Norm         Step distance         alpha                 # f    # df 
   26  0.999989198537050816  0.000000823230853486  0.000103146665888508  0.049180403596036585  2.000000000000000000      2      2
   27  0.999989894255503442  0.000000695718452625  0.000116984109544266  0.024586992382109647  1.000000000000000000      1      1
   28  0.999991052848855255  0.000001158593351813  0.000120455723677408  0.053749224772799489  2.000000000000000000      2      2
   29  0.999991657648559351  0.000000604799704095  0.000164806333784561  0.037640345800770351  1.000000000000000000      1      1
   30  0.999992536493359507  0.000000878844800156  0.000104369896723770  0.045459072470928882  2.000000000000000000      2      2
   31  0.999993006235030956  0.000000469741671449  0.000083687000285067  0.021482121834382500  2.000000000000000000      2      2
   32  0.999993464069917070  0.000000457834886113  0.000088668069192764  0.037035988765403912  2.000000000000000000      2      2
   33  0.999994033883216615  0.000000569813299544  0.000099154403892501  0.036397056876711589  2.000000000000000000      2      2
   34  0.999994429644914251  0.000000395761697635  0.000068384938858566  0.021729542565852025  1.000000000000000000      1      1
   35  0.999994742317197760  0.000000312672283508  0.000093748674422459  0.027018847398188577  2.000000000000000000      2      2
   36  0.999995213360377555  0.000000471043179794  0.000103676164890905  0.035687283065370223  2.000000000000000000      2      2
   37  0.999995555578834793  0.000000342218457238  0.000053805865924605  0.020269515952945037  1.000000000000000000      1      1
   38  0.999995755882040482  0.000000200303205688  0.000045689096302397  0.018110487824780582  1.000000000000000000      1      1
   39  0.999995959148995416  0.000000203266954934  0.000060244627368490  0.022763768397838876  1.000000000000000000      1      1
   40  0.999996150733627020  0.000000191584631603  0.000059161220742787  0.024018781057380051  1.000000000000000000      1      1
   41  0.999996272797827434  0.000000122064200414  0.000041195619150610  0.009982920726527996  1.000000000000000000      1      1
   42  0.999996370407560841  0.000000097609733407  0.000047452963178303  0.008119440221384147  2.000000000000000000      2      2
   43  0.999996499152807860  0.000000128745247018  0.000038125463936493  0.008048199397866035  2.000000000000000000      2      2
   44  0.999996628297957101  0.000000129145149241  0.000032162422587737  0.019822504923613412  1.000000000000000000      1      1
   45  0.999996676652473492  0.000000048354516390  0.000046418351670476  0.016116484529522450  1.000000000000000000      1      1
   46  0.999996761448062376  0.000000084795588883  0.000030358632954703  0.012250997257570665  2.000000000000000000      2      2
   47  0.999996867193939320  0.000000105745876943  0.000038996895828945  0.016267896056541417  2.000000000000000000      2      2
   48  0.999996929323388017  0.000000062129448696  0.000045146025925421  0.009716387884467695  1.000000000000000000      1      1
   49  0.999996997695678291  0.000000068372290273  0.000026296160801619  0.007680659914066597  1.000000000000000000      1      1
   50  0.999997047118096005  0.000000049422417713  0.000026135369640563  0.008658945322022543  1.000000000000000000      1      1
   51  0.999997095557577431  0.000000048439481425  0.000031718024245828  0.012088127183158046  1.000000000000000000      1      1
   52  0.999997159160081694  0.000000063602504263  0.000029978447622100  0.016771592379092599  1.000000000000000000      1      1
   53  0.999997227876146865  0.000000068716065171  0.000028345048170408  0.013851587942681193  1.000000000000000000      1      1
   54  0.999997299639980297  0.000000071763833431  0.000037539084088980  0.020355466733231679  1.000000000000000000      1      1
   55  0.999997347093364852  0.000000047453384555  0.000027600674290558  0.006929021696676630  1.000000000000000000      1      1
   56  0.999997383511365134  0.000000036418000282  0.000025403292538611  0.005919646792479562  2.000000000000000000      2      2
   57  0.999997404943881340  0.000000021432516206  0.000018503132052449  0.004170713955720678  1.000000000000000000      1      1
   58  0.999997435087670139  0.000000030143788798  0.000025431304164110  0.016644803935510231  2.000000000000000000      2      2
   59  0.999997474802968966  0.000000039715298827  0.000028921956855314  0.007611569269567540  2.000000000000000000      2      2
   60  0.999997521205452599  0.000000046402483633  0.000024287584533594  0.009816494712620301  1.000000000000000000      1      1
   61  0.999997559624470344  0.000000038419017744  0.000023604417871659  0.011802356784511077  1.000000000000000000      1      1
   62  0.999997596031070856  0.000000036406600512  0.000038617771376808  0.022096193410335585  1.000000000000000000      1      1
   63  0.999997638622391105  0.000000042591320248  0.000019740945648099  0.005990445860592288  1.000000000000000000      1      1
   64  0.999997671587837255  0.000000032965446150  0.000017919823831623  0.006502975470669441  1.000000000000000000      1      1
   65  0.999997695828855559  0.000000024241018303  0.000018928067776044  0.007975870829276648  1.000000000000000000      1      1
   66  0.999997714229642453  0.000000018400786894  0.000021440846019885  0.008185590499314759  0.500000000000000000      2      2
   67  0.999997734848968922  0.000000020619326468  0.000014834348530005  0.007919519023541985  1.000000000000000000      1      1
   68  0.999997764963215018  0.000000030114246096  0.000027080337974533  0.018222470195148408  2.000000000000000000      2      2
   69  0.999997786513244557  0.000000021550029538  0.000029010907461253  0.005134722211133231  1.000000000000000000      1      1
   70  0.999997828371218755  0.000000041857974197  0.000018846012372470  0.007602794407952255  2.000000000000000000      2      2
   71  0.999997850102551932  0.000000021731333177  0.000021205730000832  0.009175482454800650  1.000000000000000000      1      1
   72  0.999997875692778870  0.000000025590226937  0.000017715750408582  0.013412520236437961  1.000000000000000000      1      1
   73  0.999997902057158882  0.000000026364380012  0.000018157185266327  0.014422632912965426  1.000000000000000000      1      1
   74  0.999997919472150775  0.000000017414991893  0.000026061737901622  0.015335267100900822  1.000000000000000000      1      1
   75  0.999997948238023681  0.000000028765872905  0.000021283713508896  0.003746031660065497  2.000000000000000000      2      2
   76  0.999997983291704750  0.000000035053681068  0.000020764300184700  0.007596007442999835  2.000000000000000000      2      2
   77  0.999998026904106662  0.000000043612401912  0.000032009785074268  0.023864135062660610  1.000000000000000000      1      1
   78  0.999998075795698215  0.000000048891591553  0.000022613738241038  0.023858570490168894  1.000000000000000000      1      1
   79  0.999998116600381625  0.000000040804683409  0.000021003283878285  0.020711272138573214  1.000000000000000000      1      1
   80  0.999998145178199515  0.000000028577817889  0.000040695245525178  0.030592244405208614  1.000000000000000000      1      1
   81  0.999998178280472660  0.000000033102273144  0.000016240021688135  0.003677126104040270  1.000000000000000000      1      1
   82  0.999998198476253263  0.000000020195780603  0.000018741577794289  0.007772547984178481  2.000000000000000000      2      2
   83  0.999998230297585055  0.000000031821331791  0.000019911613586630  0.014417076088386078  2.000000000000000000      2      2
   84  0.999998261153103529  0.000000030855518473  0.000029825900307688  0.028716473463677356  1.000000000000000000      1      1
   85  0.999998300223911895  0.000000039070808366  0.000026404617032361  0.021995182116937957  2.000000000000000000      2      2
   86  0.999998349272125275  0.000000049048213379  0.000020775034144307  0.012493467576160212  2.000000000000000000      2      2
   87  0.999998394044331329  0.000000044772206053  0.000023061174073301  0.021800340805497205  1.000000000000000000      1      1
   88  0.999998413848091960  0.000000019803760631  0.000026503813864139  0.016287651881319895  1.000000000000000000      1      1
   89  0.999998438195132233  0.000000024347040272  0.000017170100651442  0.007673689199099177  2.000000000000000000      2      2
   90  0.999998459958276186  0.000000021763143953  0.000017210823636404  0.008006997532596019  2.000000000000000000      2      2
   91  0.999998485342572407  0.000000025384296220  0.000018574750292025  0.013963287231055268  1.000000000000000000      1      1
   92  0.999998516866694275  0.000000031524121868  0.000030975350227739  0.023610851155272546  1.000000000000000000      1      1
   93  0.999998548906446460  0.000000032039752184  0.000018951735819402  0.009326096742903114  1.000000000000000000      1      1
   94  0.999998578047689434  0.000000029141242974  0.000016103401895065  0.009418357705016717  1.000000000000000000      1      1
   95  0.999998600500375034  0.000000022452685599  0.000019219768526591  0.011294865647401286  1.000000000000000000      1      1
   96  0.999998624948225667  0.000000024447850632  0.000026202411473711  0.019739718935760181  1.000000000000000000      1      1
   97  0.999998655700964800  0.000000030752739133  0.000028420983985950  0.014849583049496694  2.000000000000000000      2      2
   98  0.999998683875553462  0.000000028174588662  0.000019342097905292  0.007039257180121676  2.000000000000000000      2      2
   99  0.999998712013199453  0.000000028137645990  0.000023850711050238  0.019933216156667436  2.000000000000000000      2      2
  100  0.999998760850475676  0.000000048837276223  0.000029991433412442  0.042625704746068505  2.000000000000000000      2      2
[WARNING] Maximum number of iterations reached before optimisation has converged.
k      Overlap               Overlap change        Gradient Norm         Step distance         alpha                 # f    # df 
----------------------------------------------------------------------------------------------------------------------------------
    0  0.994359654938265169  N\A                   0.006281049818884228  N\A                   N\A                   N\A    N\A  
    1  0.997637312424899280  0.003277657486634111  0.004319667914922804  0.628104981888422675  100.0000000000000000      8      8
    2  0.998982800036035900  0.001345487611136619  0.003736814547877921  0.469539526946402829  0.250000000000000000      3      2
    3  0.999619270969256068  0.000636470933220167  0.000938550652682361  0.364305812963371944  0.500000000000000000      2      2
    4  0.999649145779214820  0.000029874809958752  0.001270090064540860  0.127114784553396059  1.000000000000000000      1      1
    5  0.999678901489383320  0.000029755710168499  0.000598500252381227  0.039157719894316905  1.000000000000000000      1      1
    6  0.999715366993658371  0.000036465504275051  0.000856087439191994  0.102482670323228275  2.000000000000000000      2      2
    7  0.999777445484175686  0.000062078490517314  0.001101158309884647  0.280413011873713591  2.000000000000000000      2      2
    8  0.999815680564310915  0.000038235080135229  0.001443254995659495  0.195856123161491813  0.500000000000000000      2      2
    9  0.999899857652917334  0.000084177088606418  0.000851006540231607  0.397453709791993292  2.000000000000000000      2      2
   10  0.999926192464942187  0.000026334812024852  0.000500058946539221  0.088852847296651882  1.000000000000000000      1      1
   11  0.999933469296324983  0.000007276831382796  0.000648826213708301  0.098398185307393068  1.000000000000000000      1      1
   12  0.999940673909220811  0.000007204612895828  0.000276904795422924  0.023457389614979274  1.000000000000000000      1      1
   13  0.999945943589547026  0.000005269680326214  0.000309062989150921  0.034968035829567353  2.000000000000000000      2      2
   14  0.999954082787521625  0.000008139197974599  0.000377318115295780  0.128091987176700700  2.000000000000000000      2      2
   15  0.999956963287135347  0.000002880499613722  0.000445060991402700  0.034483345726160179  0.500000000000000000      2      1
   16  0.999963775840024493  0.000006812552889146  0.000285511554367617  0.051246544957978257  2.000000000000000000      2      2
   17  0.999969010132330415  0.000005234292305922  0.000298870447874211  0.107655678930307821  2.000000000000000000      2      2
   18  0.999972001323914505  0.000002991191584089  0.000394876805113553  0.084841098696058256  1.000000000000000000      1      1
   19  0.999975374862249632  0.000003373538335127  0.000183373688412560  0.027646942236517032  1.000000000000000000      1      1
   20  0.999977279885556735  0.000001905023307102  0.000148012435503238  0.031247102821238596  1.000000000000000000      1      1
   21  0.999978780402516531  0.000001500516959795  0.000149441773794122  0.055984267785103056  2.000000000000000000      2      2
   22  0.999979815900851720  0.000001035498335189  0.000195244412902559  0.021693261357235336  1.000000000000000000      1      1
   23  0.999982325189595400  0.000002509288743679  0.000199293186643354  0.050754818831636502  2.000000000000000000      2      2
   24  0.999984359423776725  0.000002034234181325  0.000159400170808665  0.059761572287636725  1.000000000000000000      1      1
   25  0.999985608305521189  0.000001248881744464  0.000281796157462787  0.092959172925939345  1.000000000000000000      1      1
   26  0.999987182413594410  0.000001574108073221  0.000127508700604524  0.027983099779000788  1.000000000000000000      1      1
   27  0.999988378653942633  0.000001196240348222  0.000166533477843017  0.034095999789682050  2.000000000000000000      2      2
   28  0.999989473832222142  0.000001095178279508  0.000077658808258332  0.039650294767595288  2.000000000000000000      2      2
   29  0.999989905818154389  0.000000431985932247  0.000090630914300299  0.021205326578822961  1.000000000000000000      1      1
   30  0.999990295110243954  0.000000389292089564  0.000092524930464999  0.021095491079477550  1.000000000000000000      1      1
   31  0.999990716168682847  0.000000421058438893  0.000094521635324227  0.027893496124557229  1.000000000000000000      1      1
   32  0.999991020467934199  0.000000304299251352  0.000073879508334888  0.017005994702009179  1.000000000000000000      1      1
   33  0.999991385617172712  0.000000365149238512  0.000087932384844091  0.013318601908289696  2.000000000000000000      2      2
   34  0.999991856958903246  0.000000471341730534  0.000095055443358432  0.033861557360794519  2.000000000000000000      2      2
   35  0.999992086784275202  0.000000229825371955  0.000086280026844490  0.017489387742142103  0.500000000000000000      2      2
   36  0.999992442999604658  0.000000356215329455  0.000081761662901571  0.036645940615879148  2.000000000000000000      2      2
   37  0.999992725589031183  0.000000282589426525  0.000069303907924838  0.013488340491946025  2.000000000000000000      2      2
   38  0.999993022529763742  0.000000296940732558  0.000054936496802197  0.021687622735541877  1.000000000000000000      1      1
   39  0.999993190483046134  0.000000167953282392  0.000052708826584416  0.017667202491332748  1.000000000000000000      1      1
   40  0.999993352981971783  0.000000162498925648  0.000068473949122589  0.031246730499088878  1.000000000000000000      1      1
   41  0.999993508133311448  0.000000155151339664  0.000043033312972392  0.007510308375263021  1.000000000000000000      1      1
   42  0.999993661052017146  0.000000152918705698  0.000059851109350200  0.012012545203366146  2.000000000000000000      2      2
   43  0.999993770277020188  0.000000109225003042  0.000054371621777482  0.011166256359271268  1.000000000000000000      1      1
   44  0.999993881265062167  0.000000110988041979  0.000030977093756842  0.014151434031728395  1.000000000000000000      1      1
   45  0.999993968802406985  0.000000087537344817  0.000047367227987453  0.020714332998552749  2.000000000000000000      2      2
   46  0.999994072126171640  0.000000103323764655  0.000056006605393629  0.014317332967624961  2.000000000000000000      2      2
   47  0.999994175067450474  0.000000102941278834  0.000030130444462613  0.008425189620301308  1.000000000000000000      1      1
   48  0.999994257639321815  0.000000082571871340  0.000049213046947602  0.014686311960902385  2.000000000000000000      2      2
   49  0.999994385526991269  0.000000127887669454  0.000055027318765136  0.017791556019020750  2.000000000000000000      2      2
   50  0.999994530236676060  0.000000144709684790  0.000037429537919277  0.020329816527208350  1.000000000000000000      1      1
   51  0.999994652494606284  0.000000122257930224  0.000046701289364286  0.025129909390748276  1.000000000000000000      1      1
   52  0.999994773285228455  0.000000120790622171  0.000048999369502236  0.027512312275647703  1.000000000000000000      1      1
   53  0.999994924699311393  0.000000151414082938  0.000036703699301698  0.030492192736069536  2.000000000000000000      2      2
   54  0.999994987102717058  0.000000062403405665  0.000048417256352653  0.006776650685258006  1.000000000000000000      1      1
   55  0.999995071179731409  0.000000084077014350  0.000035069560798941  0.006690221560261759  2.000000000000000000      2      2
   56  0.999995149433929086  0.000000078254197677  0.000028549208542190  0.018597159008573151  2.000000000000000000      2      2
   57  0.999995213615205602  0.000000064181276515  0.000031135315917159  0.023712778212932026  1.000000000000000000      1      1
   58  0.999995336860438288  0.000000123245232686  0.000045453184189973  0.038651545516803983  2.000000000000000000      2      2
   59  0.999995466505251506  0.000000129644813218  0.000064614975877987  0.038652458197182965  1.000000000000000000      1      1
   60  0.999995617878164044  0.000000151372912537  0.000035929125689321  0.011868966846237370  1.000000000000000000      1      1
   61  0.999995729637252361  0.000000111759088317  0.000034116184608861  0.011942402078124539  1.000000000000000000      1      1
   62  0.999995819959313747  0.000000090322061385  0.000048001383902508  0.021358066392904183  1.000000000000000000      1      1
   63  0.999995916321269828  0.000000096361956081  0.000033490178195818  0.026332121492215435  1.000000000000000000      1      1
   64  0.999996001376420307  0.000000085055150478  0.000034924734649537  0.029367265893093047  1.000000000000000000      1      1
   65  0.999996088284463624  0.000000086908043317  0.000040525744857700  0.027412260786093368  1.000000000000000000      1      1
   66  0.999996255563614488  0.000000167279150864  0.000059579451186693  0.063550076274830308  2.000000000000000000      2      2
   67  0.999996347411742370  0.000000091848127881  0.000053787497985939  0.014847134312627222  0.500000000000000000      2      2
   68  0.999996498810204581  0.000000151398462211  0.000042399199860024  0.019923862123773030  2.000000000000000000      2      2
   69  0.999996630926267560  0.000000132116062978  0.000049175998964670  0.032435097878988093  2.000000000000000000      2      2
   70  0.999996738573629362  0.000000107647361802  0.000029224294764032  0.042606225782433469  1.000000000000000000      1      1
   71  0.999996773595662968  0.000000035022033606  0.000028072574339632  0.014765059018099473  1.000000000000000000      1      1
   72  0.999996839425444483  0.000000065829781514  0.000034978284850290  0.021656946758236744  2.000000000000000000      2      2
   73  0.999996931040076475  0.000000091614631991  0.000050800134802124  0.028099194460327540  2.000000000000000000      2      2
   74  0.999996997087260419  0.000000066047183944  0.000048611302125398  0.014918146388704926  1.000000000000000000      1      1
   75  0.999997081972916812  0.000000084885656392  0.000032696216193759  0.006187005137098386  2.000000000000000000      2      2
   76  0.999997188987673979  0.000000107014757166  0.000034643565235469  0.027752926107004183  2.000000000000000000      2      2
   77  0.999997260913893737  0.000000071926219757  0.000043321001670245  0.030768786050696179  0.500000000000000000      2      2
   78  0.999997346448445179  0.000000085534551441  0.000024690880376605  0.039367815450066546  1.000000000000000000      1      1
   79  0.999997392347857894  0.000000045899412715  0.000026407694170602  0.014597149292365540  1.000000000000000000      1      1
   80  0.999997450019186606  0.000000057671328712  0.000025260561924499  0.017866313437167071  1.000000000000000000      1      1
   81  0.999997498891420866  0.000000048872234259  0.000031612769814309  0.010258512774325056  1.000000000000000000      1      1
   82  0.999997586792535142  0.000000087901114276  0.000040169683441816  0.024820315938926605  2.000000000000000000      2      2
   83  0.999997649311463288  0.000000062518928145  0.000040626275384274  0.017162126565318288  1.000000000000000000      1      1
   84  0.999997706524998419  0.000000057213535131  0.000023996725707564  0.018792638607969234  1.000000000000000000      1      1
   85  0.999997744396914689  0.000000037871916269  0.000019373744999497  0.020665804474604358  1.000000000000000000      1      1
   86  0.999997770751374415  0.000000026354459725  0.000021983727281878  0.016255602511912551  1.000000000000000000      1      1
   87  0.999997801660512442  0.000000030909138026  0.000024850044784513  0.015243468119103585  2.000000000000000000      2      2
   88  0.999997827437303699  0.000000025776791257  0.000022262296184431  0.004486568428908161  1.000000000000000000      1      1
   89  0.999997872521870223  0.000000045084566524  0.000030756434271296  0.011279643957880674  2.000000000000000000      2      2
   90  0.999997938414609821  0.000000065892739598  0.000036411923753639  0.026617140518845446  2.000000000000000000      2      2
   91  0.999998006847543585  0.000000068432933764  0.000027642821567770  0.043530216597924234  1.000000000000000000      1      1
   92  0.999998060626578144  0.000000053779034558  0.000038706505797650  0.041516691690020784  2.000000000000000000      2      2
   93  0.999998103780225244  0.000000043153647100  0.000024835843306392  0.008947217022078719  1.000000000000000000      1      1
   94  0.999998130979790067  0.000000027199564822  0.000016346881520657  0.009468755458634814  1.000000000000000000      1      1
   95  0.999998153337780748  0.000000022357990681  0.000017191312740257  0.006942018297355957  1.000000000000000000      1      1
   96  0.999998176807954775  0.000000023470174026  0.000031666407751757  0.014025673369382939  1.000000000000000000      1      1
   97  0.999998214508495686  0.000000037700540911  0.000026405611037999  0.020034209982829800  2.000000000000000000      2      2
   98  0.999998256299171495  0.000000041790675808  0.000023573015479591  0.021161593152279681  2.000000000000000000      2      2
   99  0.999998296514278184  0.000000040215106689  0.000024274045142270  0.020132737830538358  1.000000000000000000      1      1
  100  0.999998357044071584  0.000000060529793399  0.000029884646966648  0.033488446656923465  1.000000000000000000      1      1
[WARNING] Maximum number of iterations reached before optimisation has converged.
k      Overlap               Overlap change        Gradient Norm         Step distance         alpha                 # f    # df 
----------------------------------------------------------------------------------------------------------------------------------
    0  0.994358708053798889  N\A                   0.008187099792718874  N\A                   N\A                   N\A    N\A  
    1  0.998923818071871028  0.004565110018072138  0.003603764429865641  0.818709979271887378  100.0000000000000000      8      8
    2  0.999333647806077696  0.000409829734206668  0.002078631062747077  0.179239263632709477  0.250000000000000000      3      2
    3  0.999485703500792577  0.000152055694714881  0.001507268661181483  0.243126574291581964  1.000000000000000000      1      1
    4  0.999546541699750101  0.000060838198957524  0.000967633602946629  0.070192469338507951  1.000000000000000000      1      1
    5  0.999610581886620108  0.000064040186870006  0.001122416646058716  0.132756486048791866  2.000000000000000000      2      2
    6  0.999728919066771748  0.000118337180151639  0.002089875473582662  0.434006006229953333  2.000000000000000000      2      2
    7  0.999807933761757028  0.000079014694985279  0.001890192426435006  0.328813549815075822  1.000000000000000000      1      1
    8  0.999871346253247361  0.000063412491490333  0.000752016805875898  0.060416867149006923  1.000000000000000000      1      1
    9  0.999891915928980301  0.000020569675732939  0.000546483040828219  0.060891518323049141  1.000000000000000000      1      1
   10  0.999907615217647038  0.000015699288666737  0.000540724500030451  0.092761345332556990  1.000000000000000000      1      1
   11  0.999919576738597548  0.000011961520950509  0.000661142248351985  0.106619574446134748  1.000000000000000000      1      1
   12  0.999931949844435674  0.000012373105838126  0.000482950274867580  0.067836080473732504  2.000000000000000000      2      2
   13  0.999940351672850225  0.000008401828414550  0.000271405348234551  0.049642254953469890  2.000000000000000000      2      2
   14  0.999946367547116965  0.000006015874266740  0.000413433121245817  0.087982799207415737  2.000000000000000000      2      2
   15  0.999951927857038347  0.000005560309921381  0.000322023922622960  0.051173537799316139  1.000000000000000000      1      1
   16  0.999959564394529487  0.000007636537491140  0.000355938345135381  0.115351016657663743  2.000000000000000000      2      2
   17  0.999966016086935804  0.000006451692406317  0.000226996844726105  0.071017189655031134  2.000000000000000000      2      2
   18  0.999967383581467306  0.000001367494531501  0.000264095461716678  0.030184529129657692  1.000000000000000000      1      1
   19  0.999970159770080746  0.000002776188613440  0.000233527172598323  0.052860817453491720  4.000000000000000000      3      3
   20  0.999973375116909313  0.000003215346828566  0.000137383985848524  0.053170828985396989  2.000000000000000000      2      2
   21  0.999975853302007111  0.000002478185097798  0.000266343869033942  0.087739820871351348  2.000000000000000000      2      2
   22  0.999978809833620752  0.000002956531613640  0.000220862536662155  0.072811503586998019  1.000000000000000000      1      1
   23  0.999981330172532767  0.000002520338912015  0.000143595670740064  0.036591858494009588  1.000000000000000000      1      1
   24  0.999982711909583543  0.000001381737050776  0.000219666160799030  0.054486725445638518  1.000000000000000000      1      1
   25  0.999983771210994909  0.000001059301411365  0.000104668363075935  0.025560395814998238  1.000000000000000000      1      1
   26  0.999984481784293000  0.000000710573298090  0.000080304340160912  0.014348248791730163  2.000000000000000000      2      2
   27  0.999985124940575897  0.000000643156282897  0.000110303988628836  0.026085513373660742  1.000000000000000000      1      1
   28  0.999985832581239963  0.000000707640664066  0.000089294267862479  0.038938208389926912  1.000000000000000000      1      1
   29  0.999986549029340698  0.000000716448100734  0.000116278739607798  0.043001652504601112  2.000000000000000000      2      2
   30  0.999987078014986097  0.000000528985645398  0.000119791824848762  0.023959745756846010  1.000000000000000000      1      1
   31  0.999987811333592935  0.000000733318606838  0.000095152979106876  0.019228673722719715  2.000000000000000000      2      2
   32  0.999988204453589046  0.000000393119996111  0.000084560765744101  0.025121945132640568  1.000000000000000000      1      1
   33  0.999988464925128495  0.000000260471539448  0.000053504287008944  0.024130546556684891  1.000000000000000000      1      1
   34  0.999988696312968938  0.000000231387840443  0.000052820923177477  0.021122102429625644  1.000000000000000000      1      1
   35  0.999988831811780776  0.000000135498811837  0.000105938912606982  0.024777067406012657  1.000000000000000000      1      1
   36  0.999989013043485863  0.000000181231705087  0.000042382942222392  0.005908634325089578  1.000000000000000000      1      1
   37  0.999989124645054072  0.000000111601568209  0.000059980240320821  0.013289536137429750  2.000000000000000000      2      2
   38  0.999989731293058126  0.000000606648004053  0.000077859251936567  0.049016128683523278  8.000000000000000000      4      4
   39  0.999989999591889167  0.000000268298831040  0.000159051769409007  0.049667265785656174  1.000000000000000000      1      1
   40  0.999990388760195858  0.000000389168306691  0.000076015067846414  0.016693555318783196  1.000000000000000000      1      1
   41  0.999990699094152502  0.000000310333956643  0.000061000335500768  0.024960107837062862  1.000000000000000000      1      1
   42  0.999991099951313189  0.000000400857160687  0.000104957192524934  0.063685032882217343  2.000000000000000000      2      2
   43  0.999991532996637566  0.000000433045324377  0.000046533660312199  0.024242641801525771  2.000000000000000000      2      2
   44  0.999991661838455891  0.000000128841818325  0.000050793741730301  0.013414008003243863  1.000000000000000000      1      1
   45  0.999991850978193208  0.000000189139737316  0.000074874522027818  0.031525864644076105  2.000000000000000000      2      2
   46  0.999992058299912223  0.000000207321719014  0.000076089488865967  0.027475447538277433  1.000000000000000000      1      1
   47  0.999992366347659311  0.000000308047747088  0.000051746758795484  0.031388811714198570  1.000000000000000000      1      1
   48  0.999992640519981379  0.000000274172322067  0.000065970186755931  0.029991393154536270  1.000000000000000000      1      1
   49  0.999992956808669952  0.000000316288688573  0.000096888011522012  0.049818180452120532  1.000000000000000000      1      1
   50  0.999993276694610244  0.000000319885940291  0.000069739650261803  0.032402201942741695  1.000000000000000000      1      1
   51  0.999993602143897653  0.000000325449287408  0.000052263656406460  0.038973793833786470  1.000000000000000000      1      1
   52  0.999993803984183360  0.000000201840285707  0.000066108306654902  0.030510423032686480  1.000000000000000000      1      1
   53  0.999993996597611345  0.000000192613427985  0.000055608937294934  0.026416347691087430  1.000000000000000000      1      1
   54  0.999994169414373357  0.000000172816762011  0.000048984432465471  0.026619894967376014  1.000000000000000000      1      1
   55  0.999994287381379187  0.000000117967005830  0.000051493701897655  0.019684652728913350  1.000000000000000000      1      1
   56  0.999994377171146475  0.000000089789767288  0.000043712240307570  0.008675324796125498  1.000000000000000000      1      1
   57  0.999994521699403837  0.000000144528257362  0.000061482178677023  0.022930429176891437  2.000000000000000000      2      2
   58  0.999994643410962669  0.000000121711558831  0.000060434782602159  0.013661476236656460  1.000000000000000000      1      1
   59  0.999994817888146814  0.000000174477184144  0.000046865963617849  0.023197002529115755  1.000000000000000000      1      1
   60  0.999994948567108354  0.000000130678961540  0.000051299498663663  0.027742565878142354  1.000000000000000000      1      1
   61  0.999995040634676923  0.000000092067568568  0.000057219604012656  0.029007245480232639  1.000000000000000000      1      1
