k      Energy                Energy change         Gradient Norm         Step distance         alpha                 # f    # df 
----------------------------------------------------------------------------------------------------------------------------------
    0  -1.14826841988810635  N\A                   14.28105533030822371  N\A                   N\A                   N\A    N\A  
    1  -13.5343384061195664  -12.3860699862314600  12.04405160691112364  0.999999999999999666  0.070022836329030405      1      1
    2  -48.4822024429116993  -34.9478640367921329  10.62805064922676301  5.378559637487707156  1.000000000000000000      1      1
    3  -75.9876319686186718  -27.5054295257069725  6.834175263997565252  6.548505765445838733  1.000000000000000000      1      1
    4  -85.6489725953844072  -9.66134062676573535  1.771832043180367577  5.448799648737982614  1.000000000000000000      1      1
    5  -87.0606999591808232  -1.41172736379641605  0.998404301235722990  1.142690790432077774  1.000000000000000000      1      1
    6  -88.1741278006627169  -1.11342784148189366  0.539099112163428095  1.874716228707063780  1.000000000000000000      1      1
    7  -88.7156554921225790  -0.54152769145986212  0.516013460591102646  1.625948852632226326  1.000000000000000000      1      1
    8  -89.1574524248706836  -0.44179693274810460  0.586460566681537454  2.906956177910767102  1.000000000000000000      1      1
    9  -89.4248035739695836  -0.26735114909890000  0.400396851252480812  1.094728224003599814  1.000000000000000000      1      1
   10  -89.5735991230352510  -0.14879554906566738  0.300661256442508961  0.646355740929610567  1.000000000000000000      1      1
   11  -89.7524189436139891  -0.17881982057873813  0.324824746770518590  1.442893532285709268  1.000000000000000000      1      1
   12  -89.8108933317598143  -0.05847438814582517  0.486583011833295220  1.399100920136403081  1.000000000000000000      1      1
   13  -89.9349364561416280  -0.12404312438181364  0.218487229699030172  0.627666141152017686  1.000000000000000000      1      1
   14  -90.0075333823781704  -0.07259692623654245  0.181779092616164983  0.594797124828934431  1.000000000000000000      1      1
   15  -90.0761448089451022  -0.06861142656693175  0.205419782233110248  0.915373383217263469  1.000000000000000000      1      1
   16  -90.1502941637197210  -0.07414935477461881  0.232519612797610325  1.031419808368756685  1.000000000000000000      1      1
   17  -90.2060309665444037  -0.05573680282468274  0.293326739434630501  1.677529419955638534  1.000000000000000000      1      1
   18  -90.2828413228498050  -0.07681035630540122  0.166663261107900556  0.578491961687670919  1.000000000000000000      1      1
   19  -90.3299017866575582  -0.04706046380775319  0.119400047147094665  0.592717056683087495  1.000000000000000000      1      1
