k      Energy                Energy change         Gradient Norm         Step distance         alpha                 # f    # df 
----------------------------------------------------------------------------------------------------------------------------------
    0  -1.38536830480177886  N\A                   27.12131916611723880  N\A                   N\A                   N\A    N\A  
    1  -20.1016501337552284  -18.7162818289534484  27.12131916611723880  1.000000000000000000  0.036871362852043849      1      1
    2  -38.0908629660749866  -17.9892128323197582  17.80729484484688995  1.506270360233169514  1.000000000000000000      1      1
    3  -53.2025481834462254  -15.1116852173712388  13.65774878502469746  3.167808336064592111  1.000000000000000000      1      1
    4  -55.0816595629806471  -1.87911137953442164  3.782265570722068925  0.885865274664634161  1.000000000000000000      1      1
    5  -55.7913378122613465  -0.70967824928069944  1.693040783688092520  0.736612644227950807  1.000000000000000000      1      1
    6  -56.2876646353354033  -0.49632682307405673  1.182845988485948796  0.893699268924714407  1.000000000000000000      1      1
    7  -56.5616305862374133  -0.27396595090201003  0.890895222229087013  0.807061883511349775  1.000000000000000000      1      1
    8  -56.7092990405655683  -0.14766845432815500  0.615807926130666150  0.660519492364850746  1.000000000000000000      1      1
    9  -56.8346404117874826  -0.12534137122191424  0.524563584023533535  0.643198363920514992  1.000000000000000000      1      1
   10  -56.9881969241013521  -0.15355651231386957  0.514713943393373285  0.932288183736779796  1.000000000000000000      1      1
   11  -57.1415349650421404  -0.15333804094078828  0.617184035610426007  0.686949531207800223  1.000000000000000000      1      1
   12  -57.2701964442828028  -0.12866147924066240  0.655663775956506489  0.584492377985348698  1.000000000000000000      1      1
   13  -57.3516764862068555  -0.08148004192405267  0.420467811763891585  0.400493510489133619  1.000000000000000000      1      1
   14  -57.4440413199250770  -0.09236483371822146  0.393725009840620421  0.718118197528366142  1.000000000000000000      1      1
   15  -57.4957117548164049  -0.05167043489132794  0.446400043587351524  0.491334859625163378  1.000000000000000000      1      1
   16  -57.5440076810965450  -0.04829592628014012  0.516150918820212023  0.222843427795435450  1.000000000000000000      1      1
   17  -57.5568822428697046  -0.01287456177315959  0.201956417938777943  0.120334855215164474  1.000000000000000000      1      1
   18  -57.5815261482080984  -0.02464390533839377  0.171398978945653507  0.299423829407796049  1.000000000000000000      1      1
   19  -57.6236067960823064  -0.04208064787420795  0.179525847544083794  0.745614331267562380  1.000000000000000000      1      1
   20  -57.6652730014182210  -0.04166620533591469  0.271868686122782199  1.022878226958755076  1.000000000000000000      1      1
   21  -57.6891137012726389  -0.02384069985441783  0.251816186412448517  0.662019616757117068  1.000000000000000000      1      1
   22  -57.7045185307546546  -0.01540482948201571  0.231782237246477618  0.140821379846513994  1.000000000000000000      1      1
   23  -57.7098728626928618  -0.00535433193820722  0.098457311881841272  0.104004063740828753  1.000000000000000000      1      1
   24  -57.7187938177327239  -0.00892095503986212  0.083274159749156626  0.227438157773211524  1.000000000000000000      1      1
   25  -57.7403933796050807  -0.02159956187235678  0.116102148145932310  0.727829726731346382  1.000000000000000000      1      1
   26  -57.7509468191296733  -0.01055343952459253  0.248467532535939700  0.760372249187528548  1.000000000000000000      1      1
   27  -57.7827297976297842  -0.03178297850011091  0.293956257564642442  0.335208203493090828  1.000000000000000000      1      1
   28  -57.7939206453104077  -0.01119084768062350  0.195783751358575563  0.183403996271370689  1.000000000000000000      1      1
   29  -57.7974824592069182  -0.00356181389651055  0.111262296390686632  0.144792813418074151  1.000000000000000000      1      1
   30  -57.7991238535769298  -0.00164139437001153  0.053100521537805644  0.047557636966955127  1.000000000000000000      1      1
   31  -57.8028645114876837  -0.00374065791075395  0.044957783022311841  0.193143740718218104  1.000000000000000000      1      1
   32  -57.8054129210763818  -0.00254840958869806  0.066025348021993390  0.201005941262329318  1.000000000000000000      1      1
   33  -57.8085015407831619  -0.00308861970678009  0.098526282476623303  0.105985864299469378  1.000000000000000000      1      1
   34  -57.8123925674985912  -0.00389102671542929  0.064996725851641679  0.288017356698984428  1.000000000000000000      1      1
   35  -57.8129960557676554  -0.00060348826906420  0.044018075128013908  0.110663794566706788  1.000000000000000000      1      1
   36  -57.8136680379522260  -0.00067198218457065  0.059765290546228491  0.017713647855951943  1.000000000000000000      1      1
   37  -57.8144135278630386  -0.00074548991081258  0.030492153101166884  0.065759711527498126  1.000000000000000000      1      1
   38  -57.8150698553712985  -0.00065632750825983  0.026815417833751943  0.088631616338357588  1.000000000000000000      1      1
   39  -57.8163403578810388  -0.00127050250974036  0.036165350691030238  0.182522964993115266  1.000000000000000000      1      1
   40  -57.8166180396079170  -0.00027768172687814  0.040117136702618128  0.086705347585783937  0.250000000000000000      3      1
   41  -57.8173883935918198  -0.00077035398390279  0.050212643484443889  0.118068124438327551  1.000000000000000000      1      1
   42  -57.8176401153846057  -0.00025172179278598  0.020150278678750271  0.034851960474950240  1.000000000000000000      1      1
   43  -57.8178391936063320  -0.00019907822172626  0.012683972533097082  0.033693614162177087  1.000000000000000000      1      1
   44  -57.8181195525871274  -0.00028035898079536  0.018146078624681205  0.052410738956954569  1.000000000000000000      1      1
   45  -57.8186831245950898  -0.00056357200796242  0.024769129507159808  0.123920723541529512  1.000000000000000000      1      1
   46  -57.8190385194536133  -0.00035539485852353  0.028976693137474873  0.249716319768759908  1.000000000000000000      1      1
   47  -57.8196917508238286  -0.00065323137021522  0.053650777360277228  0.055722348691913857  1.000000000000000000      1      1
   48  -57.8198576502896344  -0.00016589946580580  0.015985791839586892  0.026309905712352799  1.000000000000000000      1      1
   49  -57.8200127982278075  -0.00015514793817317  0.011593983094959629  0.045103612054910299  1.000000000000000000      1      1
   50  -57.8203145890235532  -0.00030179079574566  0.012981838958015660  0.117024587892855261  1.000000000000000000      1      1
   51  -57.8206894584932626  -0.00037486946970943  0.024715183380585231  0.144120398555352302  1.000000000000000000      1      1
   52  -57.8210120151613296  -0.00032255666806690  0.020007440328347923  0.097286840563773180  1.000000000000000000      1      1
   53  -57.8210468580575351  -0.00003484289620558  0.013516307420183639  0.119478637638434248  1.000000000000000000      1      1
   54  -57.8212832362523556  -0.00023637819482047  0.034614099209643416  0.030387043496962820  1.000000000000000000      1      1
